16116,03/08/2019 20:09,Chicken Chilli Garlic,1,9.95,5
16116,03/08/2019 20:09,Lamb Biryani,1,9.95,5
16116,03/08/2019 20:09,Keema Naan,1,2.95,5
16115,03/08/2019 20:01,Chicken Pakora,1,5.95,7
16115,03/08/2019 20:01,Plain Papadum,1,0.8,7
16115,03/08/2019 20:01,Mango Chutney,1,0.5,7
16115,03/08/2019 20:01,Red Sauce,1,0.5,7
16115,03/08/2019 20:01,Korma - Prawn,1,9.95,7
16115,03/08/2019 20:01,Peshwari Naan,1,2.95,7
16115,03/08/2019 20:01,Pilau Rice,1,2.95,7
16114,03/08/2019 19:44,Chicken Balti,1,9.95,2
16114,03/08/2019 19:44,Special Fried Rice,2,3.95,2
16113,03/08/2019 19:42,Chicken Tikka Masala,1,8.95,5
16113,03/08/2019 19:42,Curry - Lamb,1,7.95,5
16113,03/08/2019 19:42,Pilau Rice,1,2.95,5
