16118,03/08/2019 20:25,Plain Papadum,2,0.8,6
16118,03/08/2019 20:25,King Prawn Balti,1,12.95,6
16118,03/08/2019 20:25,Garlic Naan,1,2.95,6
16118,03/08/2019 20:25,Mushroom Rice,1,3.95,6
16118,03/08/2019 20:25,Paneer Tikka Masala,1,8.95,6
16118,03/08/2019 20:25,Mango Chutney,1,0.5,6
16117,03/08/2019 20:17,Plain Naan,1,2.6,7
16117,03/08/2019 20:17,Mushroom Rice,1,3.95,7
16117,03/08/2019 20:17,Tandoori Chicken (1/4),1,4.95,7
16117,03/08/2019 20:17,Vindaloo - Lamb,1,7.95,7
16117,03/08/2019 20:17,Chapati,1,1.95,7
16117,03/08/2019 20:17,Lamb Tikka,1,4.95,7
16117,03/08/2019 20:17,Saag Paneer,1,5.95,7
16116,03/08/2019 20:09,Aloo Chaat,1,4.95,5
16116,03/08/2019 20:09,Chicken Pakora,1,5.95,5
