16113,03/08/2019 19:42,Peshwari Naan,1,2.95,5
16113,03/08/2019 19:42,Plain Papadum,1,0.8,5
16112,03/08/2019 19:41,Plain Papadum,2,0.8,4
16112,03/08/2019 19:41,Vegetable Rice,1,3.95,4
16112,03/08/2019 19:41,Saag - Prawn,1,9.95,4
16112,03/08/2019 19:41,Tandoori Chicken Masala,1,8.95,4
16111,03/08/2019 19:29,Pilau Rice,1,2.95,4
16111,03/08/2019 19:29,Lamb Tikka Chilli Masala,1,8.95,4
16111,03/08/2019 19:29,Peshwari Naan,1,2.95,4
16111,03/08/2019 19:29,Saag Aloo,1,5.95,4
16110,03/08/2019 19:28,Aloo Gobi,1,5.95,8
16110,03/08/2019 19:28,Bhindi Bhajee,1,5.95,8
16110,03/08/2019 19:28,Saag Paneer,1,5.95,8
16110,03/08/2019 19:28,Mint Sauce,2,0.5,8
16110,03/08/2019 19:28,Chicken Biryani,1,9.95,8
16110,03/08/2019 19:28,Garlic Naan,1,2.95,8
16110,03/08/2019 19:28,Plain Naan,1,2.6,8
